congress;district;state;party;name;dwnom1;dwnom2
 87; 1;NEW JER;Republican;CAHILL; 0,075;-0,819
 87; 2;NEW JER;Republican;GLENN; 0,126;-0,559
 87; 3;NEW JER;Republican;AUCHINCLOSS; 0,174;-0,575
 87; 4;NEW JER;Democrat;THOMPSON  F;-0,511;-0,090
 87; 5;NEW JER;Republican;FRELINGHUYS; 0,142;-0,632
 87; 6;NEW JER;Republican;DWYER; 0,044;-0,786
 87; 7;NEW JER;Republican;WIDNALL; 0,109;-0,509
 87; 8;NEW JER;Democrat;JOELSON;-0,286;-0,370
 87; 9;NEW JER;Republican;OSMERS; 0,076;-0,789
 87;10;NEW JER;Democrat;RODINO;-0,389;-0,165
 87;11;NEW JER;Democrat;ADDONIZIO;-0,388;-0,281
 87;12;NEW JER;Republican;WALLHAUSER; 0,064;-0,673
 87;13;NEW JER;Democrat;GALLAGHER;-0,445;-0,081
 87;14;NEW JER;Democrat;DANIELS;-0,343; 0,089
 87;98;NEW MEX;Democrat;MONTOYA;-0,249; 0,387
 87;98;NEW MEX;Democrat;MORRIS;-0,158; 0,624
 87; 1;NEW YOR;Democrat;PIKE;-0,121;-0,178
 87; 2;NEW YOR;Republican;DEROUNIAN; 0,342;-0,800
 87; 3;NEW YOR;Republican;BECKER; 0,393;-0,610
 87; 4;NEW YOR;Republican;HALPERN;-0,104;-0,847
 87; 5;NEW YOR;Democrat;ADDABBO;-0,257;-0,080
 87; 6;NEW YOR;Democrat;HOLTZMAN;-0,493;-0,480
 87; 6;NEW YOR;Democrat;ROSENTHAL;-0,630;-0,448
 87; 7;NEW YOR;Democrat;DELANEY;-0,261; 0,206
 87; 8;NEW YOR;Democrat;ANFUSO;-0,528; 0,216
 87; 9;NEW YOR;Democrat;KEOGH;-0,408; 0,249
 87;10;NEW YOR;Democrat;KELLY;-0,314; 0,112
 87;11;NEW YOR;Democrat;CELLER;-0,458;-0,016
 87;12;NEW YOR;Democrat;CAREY;-0,316;-0,101
 87;13;NEW YOR;Democrat;MULTER;-0,509; 0,115
 87;14;NEW YOR;Democrat;ROONEY;-0,332; 0,238
 87;15;NEW YOR;Republican;RAY; 0,726;-0,842
 87;16;NEW YOR;Democrat;POWELL;-0,727;-0,400
 87;17;NEW YOR;Republican;LINDSAY;-0,069;-0,998
 87;18;NEW YOR;Democrat;SANTANGELO;-0,529; 0,304
 87;19;NEW YOR;Democrat;FARBSTEIN;-0,555;-0,337
 87;20;NEW YOR;Democrat;RYAN  W.;-0,609;-0,566
 87;21;NEW YOR;Democrat;ZELENKO;-0,491;-0,029
 87;22;NEW YOR;Democrat;HEALEY;-0,437; 0,169
 87;23;NEW YOR;Democrat;GILBERT;-0,512;-0,291
 87;24;NEW YOR;Democrat;BUCKLEY;-0,476; 0,280
 87;25;NEW YOR;Republican;FINO; 0,055;-0,471
 87;26;NEW YOR;Republican;DOOLEY; 0,133;-0,625
 87;27;NEW YOR;Republican;BARRY; 0,137;-0,577
 87;28;NEW YOR;Republican;ST.GEORGE; 0,390;-0,692
 87;29;NEW YOR;Republican;WHARTON; 0,318;-0,273
 87;30;NEW YOR;Democrat;O'BRIEN  L.;-0,270; 0,039
 87;31;NEW YOR;Republican;KING  C.; 0,355;-0,313
 87;32;NEW YOR;Democrat;STRATTON;-0,168;-0,025
 87;33;NEW YOR;Republican;KILBURN; 0,385;-0,393
 87;34;NEW YOR;Republican;PIRNIE; 0,142;-0,477
 87;35;NEW YOR;Republican;RIEHLMAN; 0,165;-0,633
 87;36;NEW YOR;Republican;TABER; 0,542;-0,626
 87;37;NEW YOR;Republican;ROBISON; 0,237;-0,894
 87;38;NEW YOR;Republican;WEIS; 0,177;-0,720
 87;39;NEW YOR;Republican;OSTERTAG; 0,202;-0,683
 87;40;NEW YOR;Republican;MILLER  W.; 0,256;-0,622
 87;41;NEW YOR;Democrat;DULSKI;-0,221; 0,053
 87;42;NEW YOR;Republican;PILLION; 0,405;-0,396
 87;43;NEW YOR;Republican;GOODELL; 0,372;-0,916
 87; 1;NORTH C;Democrat;BONNER;-0,079; 0,992
 87; 2;NORTH C;Democrat;FOUNTAIN; 0,012; 0,777
 87; 3;NORTH C;Democrat;HENDERSON; 0,025; 0,960
 87; 4;NORTH C;Democrat;COOLEY;-0,110; 0,818
 87; 5;NORTH C;Democrat;SCOTT; 0,076; 0,869
 87; 6;NORTH C;Democrat;KORNEGAY; 0,007; 0,784
 87; 7;NORTH C;Democrat;LENNON; 0,103; 0,870
 87; 8;NORTH C;Democrat;KITCHIN; 0,107; 0,968
 87; 9;NORTH C;Democrat;ALEXANDER; 0,057; 0,978
 87;10;NORTH C;Republican;JONAS; 0,315; 0,144
 87;11;NORTH C;Democrat;WHITENER; 0,051; 0,919
 87;12;NORTH C;Democrat;TAYLOR; 0,033; 0,647
 87;98;NORTH D;Republican;SHORT; 0,367; 0,104
 87;98;NORTH D;Republican;NYGAARD; 0,226;-0,139
 87; 1;OHIO;Republican;SCHERER; 0,565;-0,315
 87; 2;OHIO;Republican;CLANCY; 0,379;-0,260
 87; 3;OHIO;Republican;SCHENCK; 0,296;-0,414
 87; 4;OHIO;Republican;MCCULLOCH; 0,255;-0,351
 87; 5;OHIO;Republican;LATTA; 0,297;-0,155
 87; 6;OHIO;Republican;HARSHA; 0,212;-0,026
 87; 7;OHIO;Republican;BROWN  C.; 0,340;-0,151
 87; 8;OHIO;Republican;BETTS; 0,355;-0,187
 87; 9;OHIO;Democrat;ASHLEY;-0,327;-0,086
 87;10;OHIO;Democrat;MOELLER;-0,098; 0,230
 87;11;OHIO;Democrat;COOK;-0,224; 0,117
 87;12;OHIO;Republican;DEVINE; 0,491;-0,100
 87;13;OHIO;Republican;MOSHER; 0,172;-0,999
 87;14;OHIO;Republican;AYRES; 0,132;-0,433
 87;15;OHIO;Republican;MOORHEAD; 0,257;-0,252
 87;16;OHIO;Republican;BOW; 0,367;-0,283
 87;17;OHIO;Republican;ASHBROOK; 0,597; 0,046
 87;18;OHIO;Democrat;HAYS  W.;-0,247; 0,353
 87;19;OHIO;Democrat;KIRWAN;-0,331; 0,270
 87;20;OHIO;Democrat;FEIGHAN;-0,240; 0,062
 87;21;OHIO;Democrat;VANIK;-0,355;-0,343
 87;22;OHIO;Republican;BOLTON; 0,222;-0,585
 87;23;OHIO;Republican;MINSHALL; 0,325;-0,380
 87; 1;OKLAHOM;Republican;BELCHER; 0,285; 0,034
 87; 2;OKLAHOM;Democrat;EDMONDSON;-0,280; 0,610
 87; 3;OKLAHOM;Democrat;ALBERT;-0,335; 0,636
 87; 4;OKLAHOM;Democrat;STEED;-0,202; 0,795
 87; 5;OKLAHOM;Democrat;JARMAN; 0,031; 0,533
 87; 6;OKLAHOM;Democrat;WICKERSHAM;-0,223; 0,606
 87; 1;OREGON;Republican;NORBLAD; 0,184;-0,233
 87; 2;OREGON;Democrat;ULLMAN;-0,319; 0,443
 87; 3;OREGON;Democrat;GREEN  E.;-0,234; 0,223
 87; 4;OREGON;Republican;DURNO; 0,229;-0,223
 87; 1;PENNSYL;Democrat;BARRETT;-0,448; 0,173
 87; 2;PENNSYL;Democrat;GRANAHAN;-0,444;-0,026
 87; 3;PENNSYL;Democrat;BYRNE;-0,404; 0,169
 87; 4;PENNSYL;Democrat;NIX;-0,506; 0,141
 87; 5;PENNSYL;Democrat;GREEN  W.;-0,466; 0,044
 87; 6;PENNSYL;Democrat;TOLL;-0,438; 0,055
 87; 7;PENNSYL;Republican;MILLIKEN; 0,148;-0,540
 87; 8;PENNSYL;Republican;CURTIN; 0,145;-0,431
 87; 9;PENNSYL;Republican;DAGUE; 0,277;-0,376
 87;10;PENNSYL;Republican;SCRANTON; 0,081;-0,724
 87;11;PENNSYL;Democrat;FLOOD;-0,337; 0,370
 87;12;PENNSYL;Republican;FENTON; 0,123;-0,371
 87;13;PENNSYL;Republican;SCHWEIKER; 0,068;-0,667
 87;14;PENNSYL;Democrat;RHODES  G.;-0,332; 0,059
 87;15;PENNSYL;Democrat;WALTER;-0,119; 0,133
 87;16;PENNSYL;Republican;KUNKEL; 0,153;-0,568
 87;17;PENNSYL;Republican;SCHNEEBELI; 0,246;-0,547
 87;18;PENNSYL;Republican;WHALLEY; 0,107;-0,225
 87;19;PENNSYL;Republican;GOODLING; 0,317;-0,178
 87;20;PENNSYL;Republican;VAN ZANDT; 0,035;-0,484
 87;21;PENNSYL;Democrat;DENT;-0,303; 0,316
 87;22;PENNSYL;Republican;SAYLOR; 0,133;-0,212
 87;23;PENNSYL;Republican;GAVIN; 0,119; 0,004
 87;24;PENNSYL;Republican;KEARNS; 0,060;-0,251
 87;25;PENNSYL;Democrat;CLARK  F.;-0,231; 0,201
 87;26;PENNSYL;Democrat;MORGAN;-0,363; 0,298
 87;27;PENNSYL;Republican;FULTON  J.; 0,014;-0,545
 87;28;PENNSYL;Democrat;MOORHEAD;-0,386;-0,056
 87;29;PENNSYL;Republican;CORBETT; 0,056;-0,525
 87;30;PENNSYL;Democrat;HOLLAND;-0,459; 0,179
 87; 1;RHODE I;Democrat;ST.GERMAIN;-0,342;-0,111
 87; 2;RHODE I;Democrat;FOGARTY;-0,280;-0,229
 87; 1;SOUTH C;Democrat;RIVERS  L.;-0,025; 1,062
 87; 2;SOUTH C;Democrat;RILEY; 0,046; 0,981
 87; 2;SOUTH C;Democrat;RILEY; 0,033; 0,999
 87; 3;SOUTH C;Democrat;DORN; 0,066; 0,907
 87; 4;SOUTH C;Democrat;ASHMORE; 0,165; 0,972
 87; 5;SOUTH C;Democrat;HEMPHILL;-0,030; 0,972
 87; 6;SOUTH C;Democrat;MCMILLAN; 0,062; 1,005
 87; 1;SOUTH D;Republican;REIFEL; 0,231;-0,127
 87; 2;SOUTH D;Republican;BERRY; 0,325;-0,011
 87; 1;TENNESS;Republican;REECE  L.G.; 0,263; 0,042
 87; 2;TENNESS;Republican;BAKER; 0,112;-0,038
 87; 3;TENNESS;Democrat;FRAZIER;-0,188; 0,864
 87; 4;TENNESS;Democrat;EVINS  J.;-0,258; 0,893
 87; 5;TENNESS;Democrat;LOSER;-0,110; 0,729
 87; 6;TENNESS;Democrat;BASS  R.;-0,314; 0,722
 87; 7;TENNESS;Democrat;MURRAY; 0,018; 0,892
 87; 8;TENNESS;Democrat;EVERETT;-0,121; 0,986
 87; 9;TENNESS;Democrat;DAVIS  C.;-0,151; 0,719
 87; 1;TEXAS;Democrat;PATMAN;-0,331; 0,868
 87; 2;TEXAS;Democrat;BROOKS  J.;-0,318; 0,794
 87; 3;TEXAS;Democrat;BECKWORTH;-0,177; 0,660
 87; 4;TEXAS;Democrat;ROBERTS;-0,056; 0,710
 87; 5;TEXAS;Republican;ALGER; 0,658;-0,086
 87; 6;TEXAS;Democrat;TEAGUE  O.;-0,009; 0,999
 87; 7;TEXAS;Democrat;DOWDY; 0,176; 0,983
 87; 8;TEXAS;Democrat;THOMAS;-0,144; 0,597
 87; 9;TEXAS;Democrat;THOMPSON  C;-0,270; 0,828
 87;10;TEXAS;Democrat;THORNBERRY;-0,242; 0,611
 87;11;TEXAS;Democrat;POAGE; 0,009; 1,047
 87;12;TEXAS;Democrat;WRIGHT;-0,260; 0,700
 87;13;TEXAS;Democrat;IKARD;-0,191; 0,572
 87;13;TEXAS;Democrat;PURCELL;-0,214; 0,834
 87;14;TEXAS;Democrat;YOUNG;-0,243; 0,829
 87;15;TEXAS;Democrat;KILGORE; 0,015; 0,618
 87;16;TEXAS;Democrat;RUTHERFORD;-0,052; 0,801
 87;17;TEXAS;Democrat;BURLESON; 0,111; 0,983
 87;18;TEXAS;Democrat;ROGERS  W.; 0,036; 0,998
 87;19;TEXAS;Democrat;MAHON;-0,097; 0,869
 87;20;TEXAS;Democrat;KILDAY;-0,144; 0,423
 87;20;TEXAS;Democrat;GONZALEZ;-0,605; 1,110
 87;21;TEXAS;Democrat;FISHER; 0,112; 0,891
 87;22;TEXAS;Democrat;CASEY;-0,001; 0,612
 87; 1;UTAH;Democrat;PETERSON;-0,210; 0,233
 87; 2;UTAH;Democrat;KING  D.;-0,202; 0,232
 87; 1;VERMONT;Republican;STAFFORD; 0,086;-0,574
 87; 1;VIRGINI;Democrat;DOWNING;-0,017; 0,663
 87; 2;VIRGINI;Democrat;HARDY;-0,071; 0,709
 87; 3;VIRGINI;Democrat;GARY; 0,015; 0,638
 87; 4;VIRGINI;Democrat;ABBITT; 0,172; 0,872
 87; 5;VIRGINI;Democrat;TUCK; 0,237; 0,868
 87; 6;VIRGINI;Republican;POFF; 0,287; 0,016
 87; 7;VIRGINI;Democrat;HARRISON  B; 0,151; 0,765
 87; 8;VIRGINI;Democrat;SMITH  H.; 0,159; 0,993
 87; 9;VIRGINI;Democrat;JENNINGS;-0,126; 0,777
 87;10;VIRGINI;Republican;BROYHILL; 0,186; 0,053
 87; 1;WASHING;Republican;PELLY; 0,169;-0,500
 87; 2;WASHING;Republican;WESTLAND; 0,224;-0,298
 87; 3;WASHING;Democrat;HANSEN;-0,349; 0,286
 87; 4;WASHING;Republican;MAY; 0,157;-0,207
 87; 5;WASHING;Republican;HORAN; 0,153;-0,131
 87; 6;WASHING;Republican;TOLLEFSON; 0,115;-0,389
 87; 7;WASHING;Democrat;MAGNUSON;-0,354; 0,438
 87; 1;WEST VI;Republican;MOORE  A.; 0,145;-0,177
 87; 2;WEST VI;Democrat;STAGGERS;-0,306; 0,349
 87; 3;WEST VI;Democrat;BAILEY;-0,188; 0,650
 87; 4;WEST VI;Democrat;HECHLER;-0,322;-0,053
 87; 5;WEST VI;Democrat;KEE;-0,306; 0,326
 87; 6;WEST VI;Democrat;SLACK;-0,224; 0,445
 87; 1;WISCONS;Republican;SCHADEBERG; 0,371;-0,175
 87; 2;WISCONS;Democrat;KASTENMEIER;-0,496;-0,437
 87; 3;WISCONS;Republican;THOMSON  V.; 0,293;-0,242
 87; 4;WISCONS;Democrat;ZABLOCKI;-0,315; 0,288
 87; 5;WISCONS;Democrat;REUSS;-0,490;-0,222
 87; 6;WISCONS;Republican;VAN PELT; 0,368;-0,137
 87; 7;WISCONS;Republican;LAIRD; 0,391;-0,524
 87; 8;WISCONS;Republican;BYRNES; 0,318;-0,468
 87; 9;WISCONS;Democrat;JOHNSON  L.;-0,300; 0,414
 87;10;WISCONS;Republican;O'KONSKI; 0,082;-0,029
 87; 1;WYOMING;Republican;HARRISON  W; 0,274;-0,100
 88; 0;USA;Democrat;KENNEDY;-0,601; 0,368
 88; 0;USA;Democrat;JOHNSON;-0,513; 0,359
 88;98;ALABAMA;Democrat;SELDEN; 0,038; 0,707
 88;98;ALABAMA;Democrat;GRANT; 0,024; 1,002
 88;98;ALABAMA;Democrat;ANDREWS; 0,099; 0,994
 88;98;ALABAMA;Democrat;HUDDLESTON; 0,065; 0,759
 88;98;ALABAMA;Democrat;ROBERTS;-0,174; 1,014
 88;98;ALABAMA;Democrat;JONES  R.;-0,280; 0,874
 88;98;ALABAMA;Democrat;ELLIOTT;-0,333; 0,988
 88;98;ALABAMA;Democrat;RAINS;-0,319; 1,023
 88; 1;ALASKA;Democrat;RIVERS  R.;-0,450; 0,541
 88; 1;ARIZONA;Republican;RHODES  J.; 0,222;-0,138
 88; 2;ARIZONA;Democrat;UDALL  M.;-0,357; 0,062
 88; 3;ARIZONA;Democrat;SENNER;-0,268; 0,284
 88; 1;ARKANSA;Democrat;GATHINGS; 0,103; 0,926
 88; 2;ARKANSA;Democrat;MILLS;-0,173; 0,883
 88; 3;ARKANSA;Democrat;TRIMBLE;-0,360; 0,890
 88; 4;ARKANSA;Democrat;HARRIS;-0,131; 0,894
 88; 1;CALIFOR;Republican;CLAUSEN; 0,181;-0,045
 88; 2;CALIFOR;Democrat;JOHNSON  H.;-0,392; 0,581
 88; 3;CALIFOR;Democrat;MOSS;-0,539; 0,227
 88; 4;CALIFOR;Democrat;LEGGETT;-0,455; 0,199
 88; 5;CALIFOR;Democrat;SHELLEY;-0,458; 0,444
 88; 5;CALIFOR;Democrat;BURTON  P.;-0,697;-0,074
 88; 6;CALIFOR;Republican;MAILLIARD; 0,100;-0,572
 88; 7;CALIFOR;Democrat;COHELAN;-0,523;-0,193
 88; 8;CALIFOR;Democrat;MILLER  G.;-0,374; 0,323
 88; 9;CALIFOR;Democrat;EDWARDS;-0,661;-0,356
 88;10;CALIFOR;Republican;GUBSER; 0,192;-0,284
 88;11;CALIFOR;Republican;YOUNGER; 0,304;-0,339
 88;12;CALIFOR;Republican;TALCOTT; 0,255;-0,216
 88;13;CALIFOR;Republican;TEAGUE  C.; 0,241;-0,383
 88;14;CALIFOR;Republican;BALDWIN; 0,079;-0,382
 88;15;CALIFOR;Democrat;MCFALL;-0,434; 0,512
 88;16;CALIFOR;Democrat;SISK;-0,361; 0,584
 88;17;CALIFOR;Democrat;KING  CECIL;-0,446; 0,356
 88;18;CALIFOR;Democrat;HAGEN;-0,228; 0,248
 88;19;CALIFOR;Democrat;HOLIFIELD;-0,425; 0,351
 88;20;CALIFOR;Republican;SMITH  H.A.; 0,414;-0,138
 88;21;CALIFOR;Democrat;HAWKINS;-0,677; 0,209
 88;22;CALIFOR;Democrat;CORMAN;-0,488; 0,105
 88;23;CALIFOR;Republican;CLAWSON; 0,361;-0,053
 88;24;CALIFOR;Republican;LIPSCOMB; 0,356;-0,142
 88;25;CALIFOR;Democrat;CAMERON;-0,294;-0,041
 88;26;CALIFOR;Democrat;ROOSEVELT;-0,596;-0,190
 88;27;CALIFOR;Democrat;BURKHALTER;-0,393; 0,598
 88;28;CALIFOR;Republican;BELL; 0,154;-0,590
 88;29;CALIFOR;Democrat;BROWN  G.;-0,536;-0,056
 88;30;CALIFOR;Democrat;ROYBAL;-0,615;-0,136
 88;31;CALIFOR;Democrat;WILSON  C.;-0,408; 0,347
 88;32;CALIFOR;Republican;HOSMER; 0,263;-0,444
 88;33;CALIFOR;Democrat;SHEPPARD;-0,274; 0,355
 88;34;CALIFOR;Democrat;HANNA;-0,313; 0,128
 88;35;CALIFOR;Republican;UTT; 0,471; 0,061
 88;36;CALIFOR;Republican;WILSON  R.; 0,221;-0,328
 88;37;CALIFOR;Democrat;VAN DEERLIN;-0,344; 0,017
 88;38;CALIFOR;Republican;MARTIN  P.; 0,270; 0,061
 88; 1;COLORAD;Democrat;ROGERS  B.;-0,259; 0,248
 88; 2;COLORAD;Republican;BROTZMAN; 0,171;-0,333
 88; 3;COLORAD;Republican;CHENOWETH; 0,101;-0,125
 88; 4;COLORAD;Democrat;ASPINALL;-0,253; 0,570
 88; 1;CONNECT;Democrat;DADDARIO;-0,348;-0,164
 88; 2;CONNECT;Democrat;ST.ONGE;-0,407; 0,030
 88; 3;CONNECT;Democrat;GIAIMO;-0,273; 0,077
 88; 4;CONNECT;Republican;SIBAL; 0,068;-0,912
 88; 5;CONNECT;Democrat;MONAGAN;-0,208;-0,050
 88;99;CONNECT;Democrat;GRABOWSKI;-0,322;-0,093
 88; 1;DELAWAR;Democrat;MCDOWELL;-0,367; 0,154
 88; 1;FLORIDA;Democrat;SIKES;-0,053; 0,900
 88; 2;FLORIDA;Democrat;BENNETT  C.;-0,041; 0,473
 88; 3;FLORIDA;Democrat;PEPPER;-0,421; 0,426
 88; 4;FLORIDA;Democrat;FASCELL;-0,330; 0,296
 88; 5;FLORIDA;Democrat;HERLONG; 0,053; 0,625
 88; 6;FLORIDA;Democrat;ROGERS  P.;-0,025; 0,414
 88; 7;FLORIDA;Democrat;HALEY; 0,154; 0,640
 88; 8;FLORIDA;Democrat;MATTHEWS;-0,097; 0,922
 88; 9;FLORIDA;Democrat;FUQUA;-0,010; 0,757
 88;10;FLORIDA;Democrat;GIBBONS;-0,122; 0,121
 88;11;FLORIDA;Republican;GURNEY; 0,318; 0,121
 88;12;FLORIDA;Republican;CRAMER; 0,247;-0,022
 88; 1;GEORGIA;Democrat;HAGAN; 0,011; 0,982
 88; 2;GEORGIA;Democrat;PILCHER;-0,052; 0,959
 88; 3;GEORGIA;Democrat;FORRESTER; 0,073; 0,982
 88; 4;GEORGIA;Democrat;FLYNT; 0,091; 0,972
 88; 5;GEORGIA;Democrat;WELTNER;-0,149; 0,204
 88; 6;GEORGIA;Democrat;VINSON;-0,063; 0,950
 88; 7;GEORGIA;Democrat;DAVIS  J.;-0,106; 1,019
 88; 8;GEORGIA;Democrat;TUTEN;-0,106; 0,994
 88; 9;GEORGIA;Democrat;LANDRUM;-0,047; 0,991
 88;10;GEORGIA;Democrat;STEPHENS;-0,081; 0,923
 88;98;HAWAII;Democrat;GILL;-0,673; 0,031
 88;98;HAWAII;Democrat;MATSUNAGA;-0,482; 0,182
 88; 1;IDAHO;Democrat;WHITE  C.;-0,265; 0,518
 88; 2;IDAHO;Democrat;HARDING;-0,288; 0,215
 88; 1;ILLINOI;Democrat;DAWSON;-0,495; 0,227
 88; 2;ILLINOI;Democrat;O'HARA  B.;-0,492;-0,041
 88; 3;ILLINOI;Democrat;MURPHY  W.;-0,400; 0,244
 88; 4;ILLINOI;Republican;DERWINSKI; 0,319;-0,326
 88; 5;ILLINOI;Democrat;KLUCZYNSKI;-0,348; 0,317
 88; 6;ILLINOI;Democrat;O'BRIEN  T.;-0,367; 0,059
 88; 7;ILLINOI;Democrat;LIBONATI;-0,380; 0,184
 88; 8;ILLINOI;Democrat;ROSTENKOWSK;-0,378; 0,319
 88; 9;ILLINOI;Democrat;FINNEGAN;-0,433; 0,095
 88;10;ILLINOI;Republican;COLLIER; 0,357;-0,343
 88;11;ILLINOI;Democrat;PUCINSKI;-0,253; 0,071
 88;12;ILLINOI;Republican;MCCLORY; 0,240;-0,564
 88;13;ILLINOI;Republican;RUMSFELD; 0,322;-0,916
 88;14;ILLINOI;Republican;HOFFMAN; 0,540;-0,146
 88;15;ILLINOI;Republican;REID  C.; 0,388;-0,267
 88;16;ILLINOI;Republican;ANDERSON  J; 0,280;-0,587
 88;17;ILLINOI;Republican;ARENDS; 0,278;-0,328
 88;18;ILLINOI;Republican;MICHEL; 0,338;-0,269
 88;19;ILLINOI;Republican;MCLOSKEY; 0,350;-0,422
 88;20;ILLINOI;Republican;FINDLEY; 0,309;-0,646
 88;21;ILLINOI;Democrat;GRAY;-0,312; 0,498
 88;22;ILLINOI;Republican;SPRINGER; 0,187;-0,317
 88;23;ILLINOI;Democrat;SHIPLEY;-0,215; 0,480
 88;24;ILLINOI;Democrat;PRICE;-0,402; 0,400
 88; 1;INDIANA;Democrat;MADDEN;-0,391; 0,093
 88; 2;INDIANA;Republican;HALLECK; 0,224;-0,438
 88; 3;INDIANA;Democrat;BRADEMAS;-0,445;-0,018
 88; 4;INDIANA;Republican;ADAIR; 0,255;-0,133
 88; 5;INDIANA;Democrat;ROUSH;-0,201; 0,239
 88; 6;INDIANA;Republican;ROUDEBUSH; 0,310;-0,063
 88; 7;INDIANA;Republican;BRAY; 0,239; 0,013
 88; 8;INDIANA;Democrat;DENTON;-0,340; 0,315
 88; 9;INDIANA;Republican;WILSON  E.; 0,306; 0,011
 88;10;INDIANA;Republican;HARVEY; 0,314;-0,096
 88;11;INDIANA;Republican;BRUCE; 0,484;-0,157
 88; 1;IOWA;Republican;SCHWENGEL; 0,141;-0,657
 88; 2;IOWA;Republican;BROMWELL; 0,294;-0,417
 88; 3;IOWA;Republican;GROSS; 1,100; 0,027
 88; 4;IOWA;Republican;KYL; 0,305;-0,149
 88; 5;IOWA;Democrat;SMITH  NEAL;-0,283; 0,205
 88; 6;IOWA;Republican;HOEVEN; 0,344;-0,174
 88; 7;IOWA;Republican;JENSEN; 0,346; 0,093
 88; 1;KANSAS;Republican;DOLE; 0,336;-0,047
 88; 2;KANSAS;Republican;AVERY; 0,176;-0,176
 88; 3;KANSAS;Republican;ELLSWORTH; 0,141;-0,452
 88; 4;KANSAS;Republican;SHRIVER; 0,181;-0,168
 88; 5;KANSAS;Republican;SKUBITZ; 0,259;-0,032
 88; 1;KENTUCK;Democrat;STUBBLEFIEL;-0,198; 0,737
 88; 2;KENTUCK;Democrat;NATCHER;-0,205; 0,592
 88; 3;KENTUCK;Republican;SNYDER; 0,297; 0,200
 88; 4;KENTUCK;Democrat;CHELF;-0,140; 0,630
 88; 5;KENTUCK;Republican;SILER; 0,185; 0,166
 88; 6;KENTUCK;Democrat;WATTS;-0,141; 0,648
 88; 7;KENTUCK;Democrat;PERKINS;-0,310; 0,389
 88; 1;LOUISIA;Democrat;HEBERT;-0,010; 0,819
 88; 2;LOUISIA;Democrat;BOGGS;-0,316; 0,566
 88; 3;LOUISIA;Democrat;WILLIS;-0,159; 0,989
 88; 4;LOUISIA;Democrat;WAGGONNER; 0,134; 0,821
 88; 5;LOUISIA;Democrat;PASSMAN; 0,018; 0,905
 88; 6;LOUISIA;Democrat;MORRISON;-0,323; 0,834
 88; 7;LOUISIA;Democrat;THOMPSON  T;-0,163; 0,902
 88; 8;LOUISIA;Democrat;LONG  G.;-0,234; 0,673
 88; 1;MAINE;Republican;TUPPER;-0,036;-0,500
 88; 2;MAINE;Republican;MCINTIRE; 0,154;-0,167
 88; 1;MARYLAN;Republican;MORTON  R.; 0,207;-0,443
 88; 2;MARYLAN;Democrat;LONG  C.;-0,265; 0,149
 88; 3;MARYLAN;Democrat;GARMATZ;-0,282; 0,370
 88; 4;MARYLAN;Democrat;FALLON;-0,182; 0,106
 88; 5;MARYLAN;Democrat;LANKFORD;-0,293; 0,228
 88; 6;MARYLAN;Republican;MATHIAS;-0,012;-0,813
 88; 7;MARYLAN;Democrat;FRIEDEL;-0,352; 0,138
 88;99;MARYLAN;Democrat;SICKLES;-0,477;-0,115
 88; 1;MASSACH;Republican;CONTE;-0,034;-0,727
 88; 2;MASSACH;Democrat;BOLAND;-0,285;-0,142
 88; 3;MASSACH;Democrat;PHILBIN;-0,268; 0,016
 88; 4;MASSACH;Democrat;DONOHUE;-0,291;-0,042
 88; 5;MASSACH;Republican;MORSE; 0,026;-0,959
 88; 6;MASSACH;Republican;BATES; 0,160;-0,594
 88; 7;MASSACH;Democrat;MACDONALD;-0,277;-0,117
 88; 8;MASSACH;Democrat;O'NEILL;-0,381; 0,121
 88;10;MASSACH;Republican;MARTIN  J.; 0,046;-0,408
 88;11;MASSACH;Democrat;BURKE;-0,372; 0,136
 88;12;MASSACH;Republican;KEITH; 0,138;-0,506
 88; 1;MICHIGA;Democrat;NEDZI;-0,438;-0,043
 88; 2;MICHIGA;Republican;MEADER; 0,202;-0,197
 88; 3;MICHIGA;Republican;JOHANSEN; 0,705; 0,026
 88; 4;MICHIGA;Republican;HUTCHINSON; 0,431;-0,259
 88; 5;MICHIGA;Republican;FORD  G.; 0,261;-0,569
 88; 6;MICHIGA;Republican;CHAMBERLAIN; 0,226;-0,350
 88; 7;MICHIGA;Democrat;O'HARA  J.;-0,427; 0,168
 88; 8;MICHIGA;Republican;HARVEY; 0,214;-0,518
 88; 9;MICHIGA;Republican;GRIFFIN; 0,208;-0,681
 88;10;MICHIGA;Republican;CEDERBERG; 0,261;-0,261
 88;11;MICHIGA;Republican;KNOX; 0,247;-0,131
 88;12;MICHIGA;Republican;BENNETT  J.; 0,074; 0,021
 88;13;MICHIGA;Democrat;DIGGS;-0,526;-0,025
 88;14;MICHIGA;Democrat;RYAN  H.;-0,321; 0,134
 88;15;MICHIGA;Democrat;DINGELL;-0,446; 0,390
 88;16;MICHIGA;Democrat;LESINSKI;-0,227; 0,271
 88;17;MICHIGA;Democrat;GRIFFITHS;-0,318; 0,170
 88;18;MICHIGA;Republican;BROOMFIELD; 0,140;-0,510
 88;99;MICHIGA;Democrat;STAEBLER;-0,694; 0,483
 88; 1;MINNESO;Republican;QUIE; 0,155;-0,481
 88; 2;MINNESO;Republican;NELSEN; 0,249;-0,378
 88; 3;MINNESO;Republican;MACGREGOR; 0,261;-0,854
